Feature_Name,Score
CRYBA2,0.22561970464502235
GCH1,0.22478106506459428
NOTCH3,0.2243250190324475
RGS16,0.22397550730228577
GATM,0.22367392982889145
COL6A2,0.22203529683857015
S100A14,0.21770006275931664
COL1A1,0.21759748134094137
STMN2,0.2172751301480509
ITGB6,0.2169708442290017
SLC7A5,0.216886839645674
NBL1,0.2165261501913216
SLC4A4,0.2150765206125893
CNN3,0.2149026827946603
CEBPB,0.21256313858411247
GDF15,0.21189826017497104
BGN,0.20945019088413286
C8orf4,0.20840355084957984
TSPAN15,0.20815057793740754
LAMB3,0.20800904041602264
SMAD3,0.20621837767080997
THBD,0.20314168725953374
MAFA,0.20308121716019922
TSPAN8,0.20305215304057622
BMP5,0.20285468157908504
RBPMS,0.20228598213892202
CLDN10,0.20021360300750146
DHRS3,0.19995186982364643
COL4A1,0.19938726501956827
MSN,0.19891181447567208
KIAA1522,0.19824799147195504
TBX3,0.19729076686067382
PEG10,0.1965450012269807
KLF6,0.19593384769869848
NCOA7,0.19584696887501085
C1S,0.19522272565754184
TGFBI,0.19264173845852417
F10,0.19251719655152666
FN1,0.19229404468425848
SFRP5,0.19194205096084493
SIX3,0.19192840587859727
EGFR,0.19129433339952184
IL4R,0.19055476191751808
SMOC1,0.1895280477630208
NOTCH2,0.1885512328750525
TNFSF10,0.1882112945802925
COTL1,0.18705506943284123
TGIF1,0.18529275568610926
SPARC,0.18376087913897887
CTSH,0.18312223026619945
PPAP2C,0.18146988104801842
CLDN4,0.18104977107539888
PALLD,0.18084551834740603
AMBP,0.18082043003584447
TFPI,0.18025386589483672
SERPINH1,0.18018278026303314
KCNQ1,0.18011367931591904
AGRN,0.18009238985164666
PAPPA2,0.17999083750388678
CFTR,0.17982622033176066
ENG,0.17945079098807204
ITGA2,0.17934163449149043
FLRT2,0.1782042631019789
MUC13,0.1781083159765422
ANGPTL4,0.1780834344644564
TNFAIP2,0.17654452827920375
MYRF,0.17536858344663564
MAFB,0.1739601783724689
CALD1,0.17372128851811697
PIGR,0.17304387735584514
VAT1L,0.17222911592455725
IMPA2,0.1720955193523248
GYPC,0.17173253809327438
BASP1,0.17172974981811118
INSM1,0.17134687628042844
FAM3B,0.17117854166268964
DUOXA2,0.17095531126070984
LRP1,0.1707665767163995
COL15A1,0.16942267345319584
ETS2,0.16928273799034743
C1orf106,0.16878055240315293
FXYD3,0.1673904110299791
TPM1,0.1669831862276645
TNIP1,0.16654168105392309
COL6A3,0.16528432433610574
CCL2,0.1651317024300183
MMP7,0.16434481208124607
CRLF1,0.16425853091663223
SEPT9,0.1636946003623998
C11orf96,0.16347511012106652
MAN1C1,0.16327779252481278
PLIN2,0.16258526405156237
TC2N,0.1624085960804882
LAD1,0.16127185354274554
SLC16A3,0.1612229649820054
ISL1,0.16114221947064955
MARCKSL1,0.16084970941744414
NFIB,0.16076072316951961
PXDN,0.16072922381503973
COL5A1,0.1602723022178152
TUBB6,0.1601669318635892
CNN2,0.1594999460641895
TSPAN1,0.15829796026379706
TNS1,0.1582328790257237
IGFBP2,0.15818012348265853
PDX1,0.15817900769980353
ENDOD1,0.15810547614183035
ASS1,0.15797307337440403
BIRC3,0.157184784444651
COL1A2,0.15674841301647602
PTP4A1,0.1563908048692868
APBB2,0.15611991481384768
LMO1,0.15594862871945026
TXNIP,0.15549621087018117
CXCL8,0.15519334281457153
PDLIM3,0.15514299796543973
MUC20,0.155056284596506
IGFBP4,0.15426937484299463
DUSP1,0.15426285196850298
IER2,0.15369773128651154
THBS1,0.15302116671638144
PLAUR,0.15259045512116387
NFKBIZ,0.15252645664544273
HES4,0.15172517803632335
FXYD2,0.15158939843277075
FABP5,0.15147134495632342
CALY,0.15140213796877022
ITGA1,0.15127043773500182
COL6A1,0.1512322631373486
DHRS2,0.1508840531697988
THBS2,0.1504050774661141
NFKBIA,0.14947764691435994
RHOV,0.14947482047929617
FHL2,0.14909641638387416
PRSS23,0.1484214073726804
IL11,0.1482815695547961
PTRF,0.14811486151067443
NTN4,0.14800647789332366
AEBP1,0.1477568094785826
SCN1B,0.14678420006602488
B4GALT1,0.14583294076877662
FKBP10,0.1453887287625557
DPYSL3,0.14528848076214684
SMIM24,0.14500457095642316
SPON2,0.14437295393419758
EDN1,0.14383424139047607
NUPR1,0.14367416614667894
SPTBN1,0.14224548079309507
CA12,0.14219979050247744
BST2,0.14217548363130827
INHBA,0.14176911696311034
PPIC,0.14160756823062082
COL3A1,0.14153235475168602
PDGFRB,0.1414329005388253
ERBB3,0.14065133813397912
AKR1C3,0.1405827266648232
GJA1,0.140554971848057
ITGB5,0.14041597501777492
EFNA1,0.1399128518383015
PPP1R18,0.13934633555717513
LAMB1,0.1388070973165152
MFGE8,0.13834515368961453
MYL9,0.13809914218382957
CLMN,0.13802757589381853
PFKFB3,0.13790725638503387
EGFL7,0.13717930770041065
LTBP1,0.13709007335680745
WWTR1,0.1369274253735071
FILIP1L,0.13665670495639892
DAB2,0.13637259486183506
PHLDA1,0.1362990226658587
GOLM1,0.13619271963390656
MYZAP,0.13611426950921945
EMP1,0.1359951485719022
SCGB2A1,0.1355919971331052
CAV2,0.13540653550607828
TRIP6,0.13524064206291708
GPRC5B,0.13503188837840474
ZYX,0.13494019680469727
EHD2,0.13488426442244217
SPOCK1,0.13340172488716195
SERPINE1,0.13334269275702892
EMILIN1,0.13314539099291967
C1orf127,0.1330964072264984
LYPD1,0.13291447628448072
EGR1,0.132623937962856
CD9,0.13191643048056223
PDLIM7,0.13127554315255408
DEFB1,0.13117180881441248
CXCL2,0.13098956052557797
AQP1,0.1308991334618188
ANGPTL2,0.1306969372227762
LOXL2,0.13058584247032368
POLD4,0.13016885553409718
CTGF,0.1298243252649054
RFX6,0.12947832218832378
GJD2,0.1292949502718499
ANPEP,0.12827180920695236
OAF,0.12815966202053009
PTP4A3,0.12810529562424922
FSTL4,0.1280115936904891
HSPB8,0.1274695305275344
CXADR,0.1268426812331498
FSTL1,0.12617682143259712
TMC5,0.12599088369091804
COL5A2,0.12586919740399782
LIF,0.12584926311260558
UNC5B,0.12538073482507306
TYMP,0.12523407519424445
GJB1,0.12502943769706842
SLC44A2,0.12475391051078244
KRT23,0.12447231897643718
CX3CL1,0.12441925763444539
FA2H,0.12413863949055681
SLC12A7,0.12408318061434764
SERPINE2,0.12369805458047267
ZC3H12A,0.12327211467372923
FSTL3,0.12318186353369631
DHCR24,0.12247682066663002
CRISPLD2,0.12243722866978457
SLC25A37,0.12236491496946433
CITED2,0.12210357715449716
