Feature_Name,Score
SOD3,0.1780605110286877
AQP1,0.1779469170991259
SYNE2,0.17731534895634438
IL4R,0.17725314390887803
MALL,0.17715567884366212
EMP1,0.17705839300759108
ITPR3,0.1766964579007957
MICAL2,0.17665896557124983
SEMA3B,0.1764385201756946
RGS16,0.17639094762777097
HLA-DRA,0.17636995359206553
TMPRSS2,0.17614290750264194
